loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_condition
15400, 60 months,14.47,362.1,C,C2,3 years,MORTGAGE,110000,Debt consolidation,0,7336,705.63,0,362.1,5,0,0,654296,144449,20000,177320,1
35000, 36 months,14.47,1204.23,C,C2,8 years,MORTGAGE,360000,Credit card refinancing,1,57259,2283.74,0,1121.71,11,0,0,1222051,169286,124600,258401,1
30000, 60 months,27.27,920.91,E,E5,1 year,RENT,50000,Debt consolidation,1,1258,1773.64,0,920.91,3,0,0,46300,27364,10100,34500,1
16800, 60 months,17.97,426.34,D,D1,10+ years,RENT,75000,Debt consolidation,0,783,827.52,0,426.34,7,0,0,69123,39798,3400,59223,1
25000, 60 months,15.02,595.02,C,C3,10+ years,MORTGAGE,75000,Debt consolidation,0,43151,1158.75,0,595.02,1,0,0,246339,58866,45500,47139,1
10000, 36 months,16.14,352.27,C,C4,10+ years,MORTGAGE,94800,Credit card refinancing,1,49976,691.09,0,352.27,6,0,0,415969,95754,24100,71489,1
20000, 60 months,12.98,454.86,B,B5,1 year,MORTGAGE,70000,Debt consolidation,0,16193,541.4,0,563.03,6,0,0,538295,59739,88800,59195,1
35000, 60 months,15.02,833.02,C,C3,10+ years,MORTGAGE,106095,Debt consolidation,0,19518,1622.23,0,833.02,2,0,0,499675,72376,21000,72510,1
4000, 36 months,18.94,146.51,D,D2,10+ years,OWN,80000,Other,0,6445,301.71,15,146.51,5,0,0,223258,23159,9900,20887,1
10000, 60 months,16.14,243.93,C,C4,2 years,RENT,90000,Debt consolidation,1,10582,474.41,0,243.93,4,0,0,25600,15470,15000,7500,1
4500, 36 months,11.31,147.99,B,B3,10+ years,RENT,38500,Credit card refinancing,0,4472,4549.217149,0,4553.46,8,0,0,53795,29137,15100,24595,1
14000, 60 months,26.31,421.74,E,E4,nan,RENT,55000,Debt consolidation,1,4286,411.51,0,442.21,4,0,0,15300,9387,0,5300,1
6500, 36 months,11.8,215.28,B,B4,2 years,RENT,46500,Debt consolidation,1,6741,424.17,0,215.28,14,0,0,50845,40223,13300,34645,1
29625, 60 months,15.02,705.09,C,C3,< 1 year,OWN,48000,Debt consolidation,0,15046,1373.1,0,705.09,3,0,0,98487,28188,61600,29287,1
16000, 60 months,27.27,491.16,E,E5,7 years,OWN,88000,Debt consolidation,1,2756,945.96,0,491.16,3,0,0,49918,25371,2900,45018,1
12000, 60 months,14.47,282.16,C,C2,1 year,RENT,67000,Credit card refinancing,1,10018,277.34,0,291.81,4,0,0,183897,184578,19700,164197,1
35000, 60 months,15.02,833.02,C,C3,10+ years,MORTGAGE,290000,Debt consolidation,0,29416,1622.23,0,833.02,4,0,0,513173,87439,21600,82773,1
30000, 60 months,26.31,903.73,E,E4,10+ years,OWN,62000,Debt consolidation,0,18890,1741.68,0,903.73,5,0,0,138354,104590,36400,90854,1
16000, 36 months,14.47,550.51,C,C2,10+ years,RENT,150000,Other,1,43721,1081.73,0,550.51,8,0,0,116647,57465,32100,42847,1
24000, 36 months,15.02,832.21,C,C3,3 years,OWN,105000,Credit card refinancing,0,26552,1634.38,0,832.21,13,0,0,391084,93147,22500,73252,1
14000, 36 months,16.14,493.17,C,C4,nan,MORTGAGE,77479,Other,0,8147,967.51,0,493.17,5,0,0,197087,56800,8000,80287,1
40000, 60 months,11.31,875.9,B,B3,< 1 year,MORTGAGE,136000,Debt consolidation,0,34283,1714.1,0,875.9,3,0,0,179159,62143,25000,42409,1
24000, 60 months,27.27,736.73,E,E5,10+ years,MORTGAGE,140000,Debt consolidation,0,12382,1418.92,0,736.73,13,0,0,544316,124638,2800,156323,1
28000, 36 months,11.31,920.81,B,B3,5 years,RENT,82000,Credit card refinancing,0,27713,1815.23,0,920.81,5,0,0,123978,85157,53600,60878,1
7075, 36 months,23.4,275.35,E,E1,nan,RENT,19200,Debt consolidation,0,7098,536.9,0,275.35,3,0,0,21492,11000,4000,11492,1
1000, 36 months,23.4,38.92,E,E1,nan,RENT,29000,Debt consolidation,0,107,75.89,0,38.92,2,0,0,18026,16609,300,17726,1
5400, 36 months,14.47,185.8,C,C2,2 years,MORTGAGE,25000,Credit card refinancing,0,3946,365.09,0,185.8,2,0,0,12700,4135,11300,1400,1
10000, 36 months,19.92,371.23,D,D3,nan,OWN,17440,Credit card refinancing,1,4827,725.86,0,371.23,7,0,0,48113,22504,14500,24813,1
10000, 36 months,14.47,344.07,C,C2,7 years,RENT,90000,Credit card refinancing,1,13007,336.03,0,348.09,10,0,0,177829,161935,7700,143629,1
25000, 36 months,16.91,890.2,C,C5,3 years,RENT,67000,Debt consolidation,3,17053,1745.17,0,890.2,11,0,0,66400,23438,42400,8200,1
6000, 36 months,6.46,183.79,A,A1,3 years,RENT,27000,Credit card refinancing,0,4601,350.36,0,183.79,1,0,0,8300,4601,6300,0,1
7000, 36 months,10.33,226.96,B,B1,3 years,RENT,45581,Debt consolidation,0,15786,447.89,0,226.96,1,0,0,99299,103678,6500,82299,1
30000, 60 months,12.98,682.29,B,B5,2 years,MORTGAGE,113000,Debt consolidation,1,22389,1332.13,0,682.29,6,0,0,105874,38209,55700,46374,1
5000, 36 months,16.14,176.14,C,C4,6 years,RENT,110000,Other,1,25384,345.56,0,176.14,1,0,0,33000,27102,28000,5000,1
15000, 36 months,15.02,520.13,C,C3,10+ years,MORTGAGE,175000,Home improvement,0,45308,1021.48,0,520.13,5,0,0,445819,75240,55100,59450,1
15000, 60 months,13.56,345.62,C,C1,4 years,MORTGAGE,75000,Debt consolidation,1,1866,674.29,0,345.62,9,0,0,154946,102287,13400,101446,1
20000, 36 months,14.47,688.13,C,C2,4 years,OWN,52000,Debt consolidation,2,15048,1287.83,0,688.13,3,0,0,61699,33157,20700,40999,1
20400, 60 months,10.33,436.76,B,B1,10+ years,MORTGAGE,140000,Debt consolidation,0,6516,855.96,0,436.76,6,0,0,504296,22077,44000,16896,1
20000, 60 months,12.98,454.86,B,B5,< 1 year,RENT,40000,Debt consolidation,0,8671,844.83,0,454.86,5,0,0,278909,29103,16000,27409,1
8425, 36 months,27.27,345.18,E,E5,3 years,MORTGAGE,450000,Credit card refinancing,0,36812,8735.148975,0,8754.3,10,0,0,768304,189194,45800,189054,1
21000, 36 months,16.91,747.77,C,C5,< 1 year,OWN,68000,Home buying,0,890,1465.95,0,747.77,3,0,0,43057,31650,4500,38557,1
10000, 36 months,14.47,344.07,C,C2,8 years,MORTGAGE,143000,Debt consolidation,0,44047,676.08,0,344.07,9,0,0,368908,79290,41400,68508,1
15000, 36 months,15.02,520.13,C,C3,nan,MORTGAGE,42000,Home improvement,1,5905,1021.48,0,520.13,3,0,0,67397,11750,8000,7000,1
24000, 60 months,13.56,552.98,C,C1,10+ years,MORTGAGE,75000,Debt consolidation,0,21322,1078.84,0,552.98,1,0,0,54600,28019,26500,15000,1
15000, 60 months,14.47,352.69,C,C2,9 years,RENT,280000,Debt consolidation,0,145631,687.29,0,352.69,5,0,0,439690,92505,39800,11223,1
5000, 36 months,10.72,163.04,B,B2,5 years,OWN,72000,Credit card refinancing,1,8908,321.61,0,163.04,6,0,0,31197,17039,9400,12197,1
30000, 60 months,20.89,809.75,D,D4,2 years,RENT,120000,Debt consolidation,0,15630,1567.28,0,809.75,5,0,0,36100,25284,24300,10000,1
35000, 60 months,19.92,925.73,D,D3,10+ years,MORTGAGE,68000,Debt consolidation,0,21426,1793.36,0,925.73,11,0,0,432156,138852,24700,140677,1
3000, 36 months,10.33,97.27,B,B1,7 years,RENT,40000,Credit card refinancing,1,3092,191.96,0,97.27,3,0,0,17000,12563,7000,10000,1
1000, 36 months,6.46,30.64,A,A1,3 years,MORTGAGE,49989,Credit card refinancing,0,3257,60.74,0,30.64,2,0,0,160996,5509,3000,34806,1
10000, 60 months,14.47,235.13,C,C2,5 years,RENT,66931,Debt consolidation,1,11136,458.2,0,235.13,5,0,0,63079,43571,23300,33379,1
5000, 36 months,11.31,164.43,B,B3,nan,RENT,13000,Credit card refinancing,1,3931,324.15,0,164.43,1,0,0,6800,3931,500,0,1
16500, 60 months,17.97,418.73,D,D1,5 years,MORTGAGE,37000,Debt consolidation,1,10606,435.21,0,459.92,4,0,0,155305,81106,7800,94643,1
6000, 36 months,15.02,208.06,C,C3,5 years,MORTGAGE,30000,Debt consolidation,2,5323,408.61,0,208.06,7,0,0,52400,12739,20800,7800,1
35000, 60 months,12.98,796,B,B5,7 years,MORTGAGE,211646,Debt consolidation,0,55944,1554.14,0,796,4,0,0,516204,82514,59700,51904,1
34575, 60 months,17.97,877.42,D,D1,5 years,MORTGAGE,130000,Home improvement,0,28904,1703.06,0,877.42,5,0,0,533848,73790,12700,100385,1
1200, 36 months,17.97,43.37,D,D1,10+ years,OWN,52000,Vacation,2,18197,84.94,0,43.37,4,0,0,50041,29964,15700,12341,1
9600, 36 months,12.98,323.37,B,B5,nan,MORTGAGE,35704,Home improvement,0,748,347.61,0,357.99,3,0,0,6500,748,4200,0,1
4800, 36 months,16.91,170.92,C,C5,9 years,RENT,38500,Credit card refinancing,0,15743,335.08,0,170.92,4,0,0,32300,18904,10200,9500,1
5000, 36 months,22.35,191.86,D,D5,10+ years,MORTGAGE,72000,Debt consolidation,0,11720,374.41,0,191.86,2,0,0,218686,34418,18200,37786,1
10000, 60 months,12.98,227.43,B,B5,9 years,RENT,60000,Credit card refinancing,0,10677,393.57,0,227.43,2,0,0,36200,27595,13000,16500,1
7500, 36 months,10.72,244.55,B,B2,2 years,RENT,84000,Debt consolidation,1,2200,482.4,0,244.55,5,0,0,403892,20833,17400,16812,1
16000, 60 months,17.97,406.04,D,D1,2 years,RENT,35000,Debt consolidation,0,2491,788.12,0,406.04,1,0,0,31871,12258,4000,26671,1
7200, 36 months,23.4,280.22,E,E1,2 years,RENT,56000,Debt consolidation,1,13626,504.28,0,280.22,6,0,0,91139,40542,58100,29839,1
27975, 36 months,14.47,962.52,C,C2,10+ years,MORTGAGE,180000,Credit card refinancing,0,29711,1891.31,0,962.52,2,0,0,286525,45387,29500,25025,1
16000, 60 months,13.56,368.66,C,C1,10+ years,RENT,46000,Credit card refinancing,1,18946,440.98,0,459.06,1,0,0,138125,128218,57600,79125,1
15000, 36 months,10.72,489.1,B,B2,3 years,MORTGAGE,150000,Debt consolidation,1,13434,964.8,0,489.1,7,0,0,205253,142952,15300,189853,1
9000, 36 months,11.8,298.07,B,B4,10+ years,MORTGAGE,85000,Credit card refinancing,2,11733,587.29,0,298.07,8,0,0,355633,136151,20200,157863,1
1000, 36 months,18.94,36.63,D,D2,3 years,MORTGAGE,57000,Debt consolidation,0,3945,71.68,0,36.63,6,0,0,61666,49242,5900,54766,1
28000, 60 months,13.56,645.15,C,C1,10+ years,MORTGAGE,128500,Credit card refinancing,0,55206,1258.66,0,645.15,1,0,0,542027,128345,55000,60331,1
10000, 36 months,11.31,328.86,B,B3,3 years,RENT,67427,Major purchase,0,42,719.44,0,328.86,0,0,0,17100,42,17100,0,1
25000, 60 months,14.47,587.82,C,C2,10+ years,OWN,110000,Credit card refinancing,0,39053,1145.49,0,587.82,2,0,0,179321,95648,62800,91424,1
23000, 36 months,11.31,756.38,B,B3,3 years,MORTGAGE,145000,Debt consolidation,0,50720,741.93,0,763.61,5,0,0,181788,157506,54400,127388,1
25000, 60 months,12.98,568.58,B,B5,10+ years,MORTGAGE,85000,Debt consolidation,1,26630,1110.12,0,568.58,4,0,0,275691,96143,43900,99691,1
15000, 36 months,8.19,471.37,A,A4,10+ years,MORTGAGE,92584,Credit card refinancing,0,14550,932.5,0,471.37,1,0,0,21500,14550,11000,0,1
35000, 60 months,18.94,906.77,D,D2,10+ years,RENT,90000,Other,1,10678,1035.67,0,1090.91,7,0,0,63956,48134,16500,0,1
5000, 36 months,7.02,154.44,A,A2,4 years,RENT,26976,Debt consolidation,0,2665,505.96,0,154.44,4,0,0,36300,9130,23900,7500,1
35000, 36 months,8.19,1099.85,A,A4,10+ years,MORTGAGE,325000,Credit card refinancing,0,97350,2175.81,0,1099.85,7,0,0,923401,184348,139300,119101,1
30000, 36 months,16.91,1068.24,C,C5,10+ years,RENT,85000,Credit card refinancing,1,23006,2094.2,0,1068.24,2,0,0,87770,60134,10800,60670,1
6600, 36 months,8.19,207.4,A,A4,nan,MORTGAGE,95000,Debt consolidation,0,3546,205.91,0,210.41,7,0,0,400000,3546,14300,0,1
20300, 60 months,10.33,434.62,B,B1,2 years,MORTGAGE,185000,Other,2,4947,851.77,0,434.62,6,0,0,779468,163801,47200,190816,1
4000, 36 months,18.94,146.51,D,D2,1 year,RENT,57600,Debt consolidation,0,1130,786.71,0,146.51,5,0,0,24770,18678,500,22870,1
10000, 36 months,7.56,311.34,A,A3,10+ years,OWN,44000,Home improvement,1,371,616.38,0,311.34,3,0,0,22400,9613,9600,12000,1
21000, 60 months,22.35,584.19,D,D5,3 years,MORTGAGE,99000,Debt consolidation,0,42813,1129.27,0,584.19,3,0,0,361684,110444,14500,91000,1
10000, 36 months,11.8,331.19,B,B4,7 years,MORTGAGE,80000,Debt consolidation,1,422,652.55,0,331.19,5,0,0,235420,60105,9600,64933,1
3000, 36 months,8.19,94.28,A,A4,10+ years,MORTGAGE,100000,Home improvement,1,8138,186.51,0,94.28,6,0,0,438476,112962,37000,117020,1
8000, 36 months,12.98,269.48,B,B5,3 years,MORTGAGE,52000,Debt consolidation,0,136577,530.31,0,269.48,1,0,0,342000,136577,4000,0,1
1000, 36 months,23.4,38.92,E,E1,4 years,RENT,35000,Credit card refinancing,1,9715,75.89,0,38.92,6,0,0,37425,20378,12500,14725,1
5100, 36 months,7.02,157.52,A,A2,10+ years,MORTGAGE,76000,Credit card refinancing,0,26443,312.06,0,157.52,5,0,0,117993,63448,43200,53093,1
4000, 36 months,16.14,140.91,C,C4,10+ years,MORTGAGE,64000,Medical expenses,1,19432,276.44,0,140.91,1,0,0,279053,63783,28700,57453,1
35000, 60 months,17.97,888.2,D,D1,3 years,MORTGAGE,72000,Home improvement,0,18900,1723.99,0,888.2,4,0,0,255568,53545,54600,44315,1
4000, 36 months,7.02,123.55,A,A2,10+ years,OWN,60000,Other,0,10200,244.76,0,123.55,5,0,0,174102,22651,40000,31592,1
10000, 36 months,8.81,317.12,A,A5,10+ years,RENT,95000,Debt consolidation,0,7769,602.43,0,317.12,7,0,0,159900,18472,90200,18000,1
20000, 60 months,17.97,507.55,D,D1,4 years,RENT,57000,Debt consolidation,0,33356,20013.57733,0,20043.53,3,0,0,72700,33356,64800,0,1
22000, 60 months,12.98,500.35,B,B5,10+ years,MORTGAGE,152000,Debt consolidation,0,14893,976.9,0,500.35,5,0,0,586663,249625,24200,182437,1
6600, 36 months,11.31,217.05,B,B3,10+ years,RENT,45000,Credit card refinancing,0,6167,6622.809,0,6629.03,2,0,0,38607,26836,10600,28007,1
3000, 36 months,15.02,104.03,C,C3,5 years,MORTGAGE,95000,Vacation,0,9343,204.3,0,104.03,9,0,0,350340,24243,10500,32447,1
35000, 60 months,22.35,973.64,D,D5,10+ years,RENT,213000,Debt consolidation,4,143004,1882.09,0,973.64,6,0,0,673692,393377,42300,263606,1
5000, 36 months,19.92,185.62,D,D3,< 1 year,RENT,38200,Debt consolidation,0,7152,362.94,0,185.62,3,0,0,52726,46211,10300,41326,1
6025, 36 months,14.47,207.3,C,C2,4 years,RENT,16800,Credit card refinancing,2,1461,407.33,0,207.3,4,0,0,6500,1461,4800,0,1
21600, 36 months,8.19,678.77,A,A4,10+ years,MORTGAGE,84200,Debt consolidation,0,22780,1342.8,0,678.77,1,0,0,670041,79104,11900,58441,1
7000, 36 months,20.89,263.34,D,D4,nan,MORTGAGE,65000,Home improvement,0,68431,514.49,0,263.34,1,0,0,299000,68431,66100,0,1
10000, 36 months,10.33,324.23,B,B1,2 years,RENT,96000,Debt consolidation,0,18391,639.85,0,324.23,4,0,0,121188,106973,15600,88388,1
18000, 36 months,14.47,619.32,C,C2,10+ years,MORTGAGE,63000,Debt consolidation,1,17355,1173.53,0,619.32,1,0,0,196990,54556,20600,76057,1
15000, 60 months,18.94,388.62,D,D2,10+ years,MORTGAGE,165000,Debt consolidation,1,3834,753.56,0,388.62,4,0,0,264850,13074,0,10000,1
7000, 36 months,12.98,235.8,B,B5,2 years,MORTGAGE,51000,Credit card refinancing,0,28103,456.46,0,235.8,4,0,0,288035,28649,16000,3000,1
4500, 36 months,10.33,145.91,B,B1,6 years,RENT,72000,Debt consolidation,0,1484,151.08,0,154.95,2,0,0,6100,1484,6100,0,1
5000, 36 months,6.46,153.16,A,A1,1 year,MORTGAGE,120000,Credit card refinancing,0,13620,303.63,0,153.16,3,0,0,205407,119594,84500,115407,1
10000, 36 months,8.81,317.12,A,A5,6 years,RENT,62000,Credit card refinancing,0,10140,593.48,0,283.7,4,0,0,62500,18317,52500,10000,1
6000, 36 months,7.02,185.32,A,A2,8 years,MORTGAGE,65000,Other,0,2642,367.13,0,185.32,11,0,0,303750,58435,36600,58372,1
16000, 36 months,8.81,507.39,A,A5,5 years,MORTGAGE,94000,Credit card refinancing,0,13279,1003.03,0,507.39,4,0,0,267860,37965,35300,32560,1
4500, 36 months,11.8,149.04,B,B4,10+ years,MORTGAGE,98650,Other,1,12424,293.66,0,149.04,9,0,0,378225,104049,45600,121475,1
5000, 36 months,18.94,183.13,D,D2,6 years,MORTGAGE,60000,Medical expenses,0,4164,358.37,0,183.13,9,0,0,179600,4164,7100,0,1
10000, 36 months,10.72,326.07,B,B2,3 years,MORTGAGE,150000,Credit card refinancing,1,47344,843.21,0,326.07,6,0,0,461213,150930,34700,79113,1
17425, 36 months,20.89,655.51,D,D4,10+ years,RENT,109000,Debt consolidation,1,29349,1280.69,0,655.51,7,0,0,167367,84830,74200,69067,1
10000, 36 months,14.47,344.07,C,C2,< 1 year,OWN,60000,Other,1,8906,3676.08,0,344.07,4,0,0,79258,46962,28700,47558,1
2000, 36 months,16.91,71.22,C,C5,4 years,MORTGAGE,71000,Credit card refinancing,1,4733,139.62,0,71.22,6,0,0,208459,56421,6000,84596,1
5000, 36 months,10.72,163.04,B,B2,10+ years,RENT,72000,Debt consolidation,0,29068,321.61,0,163.04,8,0,0,272471,47039,14000,31885,1
1300, 36 months,7.56,40.48,A,A3,2 years,MORTGAGE,80000,Credit card refinancing,0,2034,339.66,0,40.48,0,0,0,52088,16488,25200,23888,1
20000, 60 months,15.02,476.01,C,C3,6 years,RENT,80000,Debt consolidation,1,8006,926.99,0,476.01,16,0,0,232426,243871,19300,202626,1
2500, 36 months,13.56,84.92,C,C1,5 years,RENT,42000,Other,0,3319,2501.285667,0,2504.11,3,0,0,32582,18649,10500,22082,1
5000, 36 months,10.72,163.04,B,B2,10+ years,RENT,50000,Green loan,0,14673,321.61,0,163.04,1,0,0,59640,31904,16800,42840,1
6000, 36 months,8.19,188.55,A,A4,6 years,RENT,39000,Debt consolidation,0,8635,373,0,188.55,4,0,0,40165,14902,8700,9038,1
36000, 60 months,11.8,797.17,B,B4,10+ years,MORTGAGE,90000,Credit card refinancing,0,75059,1558.94,0,797.17,4,0,0,364587,264479,93600,156512,1
16000, 36 months,10.33,518.76,B,B1,4 years,MORTGAGE,65000,Debt consolidation,0,18146,1023.75,0,518.76,2,0,0,291221,46028,24000,31721,1
16000, 60 months,22.35,445.1,D,D5,5 years,MORTGAGE,138300,Debt consolidation,0,12731,860.4,0,445.1,2,0,0,221600,12731,24000,0,1
8000, 36 months,11.31,263.09,B,B3,4 years,MORTGAGE,60000,Credit card refinancing,0,7685,518.64,0,263.09,4,0,0,97706,20749,12000,19993,1
2200, 36 months,19.92,81.68,D,D3,< 1 year,OWN,30000,Debt consolidation,1,1901,80.47,0,84.12,2,0,0,19300,1901,19300,0,1
7000, 36 months,13.56,237.76,C,C1,1 year,RENT,30000,Debt consolidation,0,6670,467.61,0,237.76,2,0,0,14100,6670,4800,0,1
10000, 36 months,10.33,324.23,B,B1,< 1 year,MORTGAGE,65000,Debt consolidation,0,11923,639.85,0,324.23,3,0,0,171381,16902,9900,5618,1
14000, 36 months,14.47,481.69,C,C2,10+ years,MORTGAGE,36000,Credit card refinancing,0,6120,946.5,0,481.69,1,0,0,48860,40699,9500,38460,1
10000, 36 months,13.56,339.65,C,C1,4 years,MORTGAGE,125000,Home improvement,1,32903,668,0,339.65,5,0,0,722519,66368,38400,39044,1
8000, 36 months,8.81,253.7,A,A5,3 years,MORTGAGE,55000,Debt consolidation,0,5687,501.53,0,253.7,6,0,0,204955,15711,33000,13000,1
8000, 36 months,8.19,251.4,A,A4,10+ years,MORTGAGE,100000,Debt consolidation,0,9690,360.32,0,265.78,5,0,0,1172484,44041,7900,37229,1
30000, 36 months,7.56,934.02,A,A3,7 years,MORTGAGE,155000,Credit card refinancing,0,1288,1849.14,0,934.02,0,0,0,775402,137713,500,140037,1
15000, 36 months,16.14,528.4,C,C4,< 1 year,OWN,100000,Major purchase,0,31239,1036.62,0,528.4,2,0,0,44700,31239,43400,0,1
16000, 60 months,14.47,376.21,C,C2,9 years,MORTGAGE,78000,Credit card refinancing,1,29731,733.13,0,376.21,3,0,0,464257,63504,32400,48631,1
32500, 60 months,8.19,661.95,A,A4,10+ years,MORTGAGE,94000,Debt consolidation,0,19657,1301.72,0,661.95,2,0,0,232952,36313,52300,33688,1
8400, 36 months,16.14,295.9,C,C4,1 year,MORTGAGE,50000,Credit card refinancing,0,8535,580.5,0,295.9,2,0,0,44647,22191,9000,29747,1
20000, 60 months,18.94,518.16,D,D2,2 years,MORTGAGE,68000,Debt consolidation,0,20136,1004.75,0,518.16,14,0,0,443224,94098,11000,96878,1
23000, 60 months,14.47,540.8,C,C2,3 years,RENT,33000,Credit card refinancing,0,23649,1053.87,0,540.8,1,0,0,80783,54339,5100,54583,1
4800, 36 months,10.33,155.63,B,B1,5 years,OWN,80000,Debt consolidation,0,4382,307.13,0,155.63,5,0,0,63015,47587,3900,54115,1
40000, 60 months,8.19,814.7,A,A4,10+ years,MORTGAGE,99000,Credit card refinancing,0,48071,1602.1,0,814.7,0,0,0,242324,54990,61400,23340,1
3600, 36 months,10.33,116.73,B,B1,< 1 year,RENT,26000,Debt consolidation,1,1528,230.36,0,116.73,4,0,0,27689,10139,7900,13489,1
36950, 60 months,11.8,818.21,B,B4,1 year,RENT,284000,Debt consolidation,2,5603,1600.09,0,818.21,7,0,0,107000,61275,45000,58700,1
15000, 36 months,7.02,463.3,A,A2,9 years,MORTGAGE,80000,Credit card refinancing,1,20257,917.82,0,463.3,2,0,0,205715,20257,65300,0,1
16800, 60 months,11.8,372.02,B,B4,7 years,MORTGAGE,56000,Debt consolidation,0,11771,727.52,0,372.02,5,0,0,237179,24386,21300,17879,1
13000, 36 months,7.02,401.53,A,A2,8 years,OWN,35000,Debt consolidation,0,11304,795.46,0,401.53,1,0,0,93698,43540,41800,35498,1
31200, 60 months,11.8,690.88,B,B4,10+ years,MORTGAGE,105000,Credit card refinancing,1,469,1351.08,0,690.88,17,0,0,226205,112912,9300,120181,1
25000, 60 months,16.91,620.11,C,C5,10+ years,MORTGAGE,130000,Home improvement,1,53396,1204.99,0,620.11,5,0,0,420648,86102,33000,40279,1
30800, 36 months,11.31,1012.89,B,B3,10+ years,MORTGAGE,105000,Credit card refinancing,0,31705,1851.61,0,1012.89,3,0,0,469095,47056,43100,57167,1
16000, 36 months,6.46,490.1,A,A1,2 years,RENT,80000,Credit card refinancing,0,15014,481.49,0,490.1,3,0,0,59303,19297,54000,0,1
3600, 36 months,14.47,123.87,C,C2,2 years,MORTGAGE,52000,Debt consolidation,3,7123,243.4,0,123.87,3,0,0,25500,18577,6900,15200,1
30000, 36 months,7.02,926.59,A,A2,4 years,MORTGAGE,92000,Major purchase,0,10606,1835.63,0,926.59,6,0,0,288285,30856,52800,42550,1
1000, 36 months,23.4,38.92,E,E1,4 years,MORTGAGE,39000,Vacation,0,0,75.89,0,38.92,1,0,0,17613,3856,5800,11813,1
16000, 36 months,6.46,490.1,A,A1,10+ years,MORTGAGE,110000,Home improvement,0,6602,971.59,0,490.1,3,0,0,237850,24969,50600,39593,1
16800, 36 months,11.8,556.4,B,B4,8 years,MORTGAGE,47800,Credit card refinancing,0,10241,1096.28,0,556.4,1,0,0,129050,43313,12300,48383,1
6500, 36 months,10.33,210.75,B,B1,< 1 year,MORTGAGE,42000,Debt consolidation,0,7169,415.9,0,210.75,4,0,0,229791,18205,20700,21014,1
6500, 36 months,6.46,199.11,A,A1,3 years,MORTGAGE,40000,Credit card refinancing,1,6393,384.23,0,199.11,2,0,0,115093,18761,16500,16579,1
12000, 60 months,12.98,272.92,B,B5,< 1 year,RENT,55000,Debt consolidation,0,8704,532.86,0,272.92,2,0,0,95048,85665,1500,82548,1
11500, 36 months,8.19,361.38,A,A4,10+ years,MORTGAGE,173370,Credit card refinancing,0,101322,374.46,0,382.31,7,0,0,632840,148029,89700,73440,1
40000, 36 months,8.19,1256.97,A,A4,9 years,MORTGAGE,55000,Debt consolidation,0,18908,1366.17,0,1393.47,5,0,0,675485,33199,62100,25985,1
31000, 60 months,16.91,768.94,C,C5,1 year,RENT,52000,Debt consolidation,1,32472,1334.03,0,768.94,3,0,0,79466,54034,44200,34066,1
20000, 60 months,20.89,539.84,D,D4,10+ years,RENT,38000,Debt consolidation,0,4233,1044.86,0,539.84,1,0,0,48749,27620,6500,37049,1
21000, 60 months,15.02,499.81,C,C3,4 years,MORTGAGE,51000,Debt consolidation,0,5629,973.34,0,499.81,2,0,0,100200,59030,43200,57000,1
10000, 36 months,23.4,389.19,E,E1,2 years,MORTGAGE,90000,Debt consolidation,2,6680,758.88,0,389.19,6,0,0,244056,50664,7500,44552,1
8400, 36 months,6.46,257.3,A,A1,10+ years,MORTGAGE,130000,Credit card refinancing,0,13929,510.08,0,257.3,7,0,0,224889,89173,38200,146239,1
