,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,total_il_high_credit_limit,loan_condition
130,2500, 36 months,20.89,94.05,D,D4,3 years,RENT,29000.0,Other,1.0,605,183.75,0.0,94.05,3.0,0.0,0.0,1800.0,605.0,500.0,0.0,0.0,1
131,12000, 60 months,14.47,282.16,C,C2,10+ years,RENT,62000.0,Debt consolidation,1.0,16458,549.85,0.0,282.16,11.0,0.0,0.0,136208.0,55938.0,74500.0,42808.0,42808.0,1
132,9600, 36 months,23.4,373.62,E,E1,3 years,RENT,100000.0,Business,4.0,4677,728.52,0.0,373.62,3.0,0.0,0.0,152513.0,153935.0,16200.0,128213.0,128213.0,1
133,10000, 36 months,11.31,328.86,B,B3,nan,MORTGAGE,10020.0,Other,0.0,20857,648.3,0.0,328.86,0.0,0.0,0.0,72000.0,56865.0,20000.0,50000.0,50000.0,1
134,7000, 36 months,15.02,242.73,C,C3,7 years,MORTGAGE,52000.0,Debt consolidation,0.0,7257,476.7,0.0,242.73,5.0,0.0,0.0,152142.0,25418.0,8500.0,26133.0,26133.0,1
135,8000, 36 months,23.4,311.35,E,E1,1 year,RENT,49400.0,Other,3.0,12694,607.1,0.0,311.35,13.0,0.0,0.0,51600.0,22681.0,19500.0,10200.0,10200.0,1
136,5000, 36 months,16.14,176.14,C,C4,< 1 year,MORTGAGE,115000.0,Other,0.0,25333,345.56,0.0,176.14,2.0,0.0,0.0,910660.0,71470.0,27800.0,69270.0,69270.0,1
137,10000, 36 months,10.33,324.23,B,B1,< 1 year,MORTGAGE,280000.0,Debt consolidation,0.0,9082,639.85,0.0,324.23,7.0,0.0,0.0,367828.0,61364.0,20900.0,54912.0,54912.0,1
138,8000, 36 months,10.33,259.38,B,B1,6 years,MORTGAGE,38000.0,Credit card refinancing,1.0,9394,511.87,0.0,259.38,8.0,0.0,0.0,100250.0,31634.0,14600.0,23358.0,23358.0,1
139,4000, 36 months,18.94,146.51,D,D2,nan,RENT,19000.0,Major purchase,0.0,2736,140.2,0.0,146.51,4.0,0.0,0.0,17189.0,9024.0,3000.0,8389.0,8389.0,1
140,24000, 60 months,11.31,525.54,B,B3,1 year,MORTGAGE,72000.0,Debt consolidation,0.0,20010,540.62,0.0,563.24,1.0,0.0,0.0,175897.0,44431.0,14000.0,34597.0,34597.0,1
141,25000, 60 months,16.14,609.82,C,C4,5 years,MORTGAGE,45000.0,Debt consolidation,0.0,8901,1186.02,0.0,609.82,2.0,0.0,0.0,73683.0,49524.0,18600.0,49483.0,49483.0,1
142,3000, 36 months,17.97,108.42,D,D1,7 years,MORTGAGE,33000.0,Other,1.0,1501,212.35,0.0,108.42,3.0,0.0,0.0,182840.0,43075.0,7800.0,41689.0,41689.0,1
143,35000, 60 months,18.94,906.77,D,D2,10+ years,RENT,90000.0,Debt consolidation,0.0,41597,1758.3,0.0,906.77,0.0,0.0,0.0,43295.0,41597.0,43100.0,0.0,0.0,1
144,8800, 36 months,16.91,313.35,C,C5,< 1 year,MORTGAGE,21000.0,Debt consolidation,0.0,5709,614.3,0.0,313.35,10.0,0.0,0.0,51760.0,6958.0,29500.0,5060.0,5060.0,1
145,10500, 60 months,11.8,232.51,B,B4,nan,OWN,36000.0,Debt consolidation,1.0,940,454.7,0.0,232.51,3.0,0.0,0.0,100122.0,39494.0,33500.0,55922.0,55922.0,1
146,25000, 60 months,14.47,587.82,C,C2,3 years,MORTGAGE,65000.0,Credit card refinancing,1.0,13459,1145.49,0.0,587.82,3.0,0.0,0.0,209299.0,64611.0,8000.0,70150.0,70150.0,1
147,5500, 36 months,11.31,180.88,B,B3,5 years,MORTGAGE,98000.0,Debt consolidation,1.0,29582,337.58,0.0,180.88,4.0,0.0,0.0,297567.0,48779.0,54100.0,20381.0,20381.0,1
148,12000, 60 months,14.47,282.16,C,C2,6 years,MORTGAGE,39000.0,Debt consolidation,0.0,7899,482.33,0.0,282.16,5.0,0.0,0.0,123639.0,17353.0,18000.0,11939.0,11939.0,1
149,8500, 36 months,16.14,299.43,C,C4,8 years,MORTGAGE,80000.0,Home improvement,1.0,683,587.43,0.0,299.43,8.0,0.0,0.0,59470.0,41877.0,6200.0,30998.0,30998.0,1
150,35000, 60 months,20.89,944.71,D,D4,10+ years,RENT,80000.0,Other,1.0,36052,904.09,0.0,965.02,7.0,0.0,0.0,135419.0,80437.0,24700.0,81119.0,81119.0,1
151,8250, 36 months,17.97,298.14,D,D1,10+ years,MORTGAGE,68000.0,Debt consolidation,0.0,6234,583.93,0.0,298.14,9.0,0.0,0.0,181066.0,30018.0,9300.0,33466.0,33466.0,1
152,40000, 60 months,16.14,975.71,C,C4,< 1 year,MORTGAGE,45000.0,Credit card refinancing,0.0,34971,40856.678960348996,0.0,40910.48,5.0,0.0,0.0,344802.0,161720.0,45700.0,167965.0,167965.0,1
153,20000, 36 months,10.33,648.45,B,B1,10+ years,MORTGAGE,60000.0,Debt consolidation,0.0,50,1216.56,0.0,648.45,2.0,0.0,0.0,117079.0,34115.0,16500.0,48079.0,48079.0,1
154,18000, 36 months,8.81,570.81,A,A5,3 years,RENT,100203.0,Debt consolidation,0.0,18443,1128.4,0.0,570.81,3.0,0.0,0.0,283492.0,294097.0,43500.0,234992.0,234992.0,1
155,11000, 36 months,14.47,378.47,C,C2,10+ years,MORTGAGE,89000.0,Debt consolidation,2.0,16948,743.68,0.0,378.47,7.0,0.0,0.0,290594.0,58469.0,10300.0,46094.0,46094.0,1
156,12000, 36 months,16.14,422.72,C,C4,4 years,RENT,70000.0,Credit card refinancing,0.0,13663,829.3,0.0,422.72,3.0,0.0,0.0,56264.0,34470.0,18500.0,34164.0,34164.0,1
157,15000, 60 months,13.56,345.62,C,C1,< 1 year,RENT,72000.0,Credit card refinancing,0.0,14295,413.42,0.0,430.37,3.0,0.0,0.0,244385.0,269086.0,19300.0,210925.0,210925.0,1
158,4000, 36 months,16.91,142.44,C,C5,5 years,RENT,54000.0,Home improvement,1.0,17091,279.24,0.0,142.44,9.0,0.0,0.0,256733.0,17091.0,12000.0,0.0,0.0,1
159,32000, 60 months,12.98,727.78,B,B5,4 years,MORTGAGE,70000.0,Debt consolidation,1.0,4287,1420.95,0.0,727.78,3.0,0.0,0.0,315498.0,44853.0,8300.0,49168.0,49168.0,1
160,15000, 60 months,14.47,352.69,C,C2,10+ years,MORTGAGE,120000.0,Debt consolidation,0.0,12435,687.29,0.0,352.69,2.0,0.0,0.0,391104.0,65710.0,10900.0,59454.0,59454.0,1
161,18000, 60 months,14.47,423.23,C,C2,7 years,MORTGAGE,60000.0,Debt consolidation,0.0,3904,745.18,0.0,423.23,9.0,0.0,0.0,270534.0,23801.0,7000.0,27810.0,27810.0,1
162,13000, 36 months,17.97,469.79,D,D1,10+ years,MORTGAGE,92360.0,Home improvement,1.0,32020,920.11,0.0,469.79,5.0,0.0,0.0,190803.0,49330.0,24400.0,28861.0,28861.0,1
163,10000, 36 months,16.14,352.27,C,C4,1 year,MORTGAGE,63000.0,Debt consolidation,0.0,6315,406.07,0.0,419.52,2.0,0.0,0.0,47794.0,39797.0,6500.0,41294.0,41294.0,1
164,3600, 36 months,11.8,119.23,B,B4,5 years,MORTGAGE,50000.0,Other,2.0,5865,133.39,0.0,136.93,6.0,0.0,0.0,272629.0,74049.0,17300.0,68929.0,68929.0,1
165,22000, 60 months,11.8,487.16,B,B4,10+ years,MORTGAGE,155000.0,Credit card refinancing,0.0,23390,952.69,0.0,487.16,3.0,0.0,0.0,540220.0,168877.0,14800.0,172175.0,172175.0,1
166,10450, 36 months,18.94,382.74,D,D2,10+ years,MORTGAGE,70000.0,Debt consolidation,0.0,34628,377.25,0.0,393.74,3.0,0.0,0.0,429450.0,41288.0,11800.0,17500.0,17500.0,1
167,10000, 36 months,11.8,331.19,B,B4,9 years,RENT,100000.0,Credit card refinancing,0.0,26049,652.55,0.0,331.19,5.0,0.0,0.0,100961.0,64962.0,42200.0,50261.0,50261.0,1
168,10000, 36 months,18.94,366.26,D,D2,7 years,MORTGAGE,37115.0,Other,0.0,5837,716.74,0.0,366.26,6.0,0.0,0.0,253346.0,40345.0,5600.0,41060.0,41060.0,1
169,5000, 36 months,11.31,164.43,B,B3,2 years,RENT,40000.0,Debt consolidation,0.0,1070,161.3,0.0,166.01,4.0,0.0,0.0,125853.0,144979.0,3600.0,119753.0,119753.0,1
170,20000, 36 months,7.56,622.68,A,A3,10+ years,MORTGAGE,100000.0,Credit card refinancing,0.0,25416,20215.79243,0.0,20228.39,5.0,0.0,0.0,622183.0,71569.0,85100.0,74833.0,74833.0,1
171,17100, 36 months,18.94,626.3,D,D2,10+ years,RENT,38000.0,Debt consolidation,1.0,15323,1225.61,0.0,626.3,6.0,0.0,0.0,70954.0,43351.0,16600.0,41784.0,41784.0,1
172,10475, 36 months,11.31,344.48,B,B3,6 years,RENT,66150.0,Debt consolidation,0.0,10499,679.09,0.0,344.48,5.0,0.0,0.0,26100.0,10499.0,23500.0,0.0,0.0,1
173,10000, 60 months,23.4,284.21,E,E1,< 1 year,RENT,55000.0,Debt consolidation,0.0,11859,548.92,0.0,284.21,4.0,0.0,0.0,34386.0,21235.0,10500.0,12386.0,12386.0,1
174,7500, 36 months,11.31,246.65,B,B3,7 years,MORTGAGE,40500.0,Debt consolidation,1.0,14218,239.58,0.0,246.65,7.0,0.0,0.0,221569.0,22314.0,27700.0,28409.0,28409.0,1
175,4000, 36 months,10.72,130.43,B,B2,10+ years,MORTGAGE,56000.0,Credit card refinancing,0.0,4518,247.77,0.0,130.43,5.0,0.0,0.0,221310.0,71375.0,12300.0,77865.0,77865.0,1
176,15400, 60 months,14.47,362.1,C,C2,3 years,MORTGAGE,110000.0,Debt consolidation,0.0,7336,705.63,0.0,362.1,5.0,0.0,0.0,654296.0,144449.0,20000.0,177320.0,177320.0,1
177,35000, 36 months,14.47,1204.23,C,C2,8 years,MORTGAGE,360000.0,Credit card refinancing,1.0,57259,2283.74,0.0,1121.71,11.0,0.0,0.0,1222051.0,169286.0,124600.0,258401.0,258401.0,1
178,30000, 60 months,27.27,920.91,E,E5,1 year,RENT,50000.0,Debt consolidation,1.0,1258,1773.64,0.0,920.91,3.0,0.0,0.0,46300.0,27364.0,10100.0,34500.0,34500.0,1
179,16800, 60 months,17.97,426.34,D,D1,10+ years,RENT,75000.0,Debt consolidation,0.0,783,827.52,0.0,426.34,7.0,0.0,0.0,69123.0,39798.0,3400.0,59223.0,59223.0,1
180,25000, 60 months,15.02,595.02,C,C3,10+ years,MORTGAGE,75000.0,Debt consolidation,0.0,43151,1158.75,0.0,595.02,1.0,0.0,0.0,246339.0,58866.0,45500.0,47139.0,47139.0,1
181,10000, 36 months,16.14,352.27,C,C4,10+ years,MORTGAGE,94800.0,Credit card refinancing,1.0,49976,691.09,0.0,352.27,6.0,0.0,0.0,415969.0,95754.0,24100.0,71489.0,71489.0,1
182,20000, 60 months,12.98,454.86,B,B5,1 year,MORTGAGE,70000.0,Debt consolidation,0.0,16193,541.4,0.0,563.03,6.0,0.0,0.0,538295.0,59739.0,88800.0,59195.0,59195.0,1
183,35000, 60 months,15.02,833.02,C,C3,10+ years,MORTGAGE,106095.0,Debt consolidation,0.0,19518,1622.23,0.0,833.02,2.0,0.0,0.0,499675.0,72376.0,21000.0,72510.0,72510.0,1
184,4000, 36 months,18.94,146.51,D,D2,10+ years,OWN,80000.0,Other,0.0,6445,301.71,15.0,146.51,5.0,0.0,0.0,223258.0,23159.0,9900.0,20887.0,20887.0,1
185,10000, 60 months,16.14,243.93,C,C4,2 years,RENT,90000.0,Debt consolidation,1.0,10582,474.41,0.0,243.93,4.0,0.0,0.0,25600.0,15470.0,15000.0,7500.0,7500.0,1
186,4500, 36 months,11.31,147.99,B,B3,10+ years,RENT,38500.0,Credit card refinancing,0.0,4472,4549.2171485503995,0.0,4553.46,8.0,0.0,0.0,53795.0,29137.0,15100.0,24595.0,24595.0,1
187,14000, 60 months,26.31,421.74,E,E4,nan,RENT,55000.0,Debt consolidation,1.0,4286,411.51,0.0,442.21,4.0,0.0,0.0,15300.0,9387.0,0.0,5300.0,5300.0,1
188,6500, 36 months,11.8,215.28,B,B4,2 years,RENT,46500.0,Debt consolidation,1.0,6741,424.17,0.0,215.28,14.0,0.0,0.0,50845.0,40223.0,13300.0,34645.0,34645.0,1
189,29625, 60 months,15.02,705.09,C,C3,< 1 year,OWN,48000.0,Debt consolidation,0.0,15046,1373.1,0.0,705.09,3.0,0.0,0.0,98487.0,28188.0,61600.0,29287.0,29287.0,1
190,16000, 60 months,27.27,491.16,E,E5,7 years,OWN,88000.0,Debt consolidation,1.0,2756,945.96,0.0,491.16,3.0,0.0,0.0,49918.0,25371.0,2900.0,45018.0,45018.0,1
191,12000, 60 months,14.47,282.16,C,C2,1 year,RENT,67000.0,Credit card refinancing,1.0,10018,277.34,0.0,291.81,4.0,0.0,0.0,183897.0,184578.0,19700.0,164197.0,164197.0,1
192,35000, 60 months,15.02,833.02,C,C3,10+ years,MORTGAGE,290000.0,Debt consolidation,0.0,29416,1622.23,0.0,833.02,4.0,0.0,0.0,513173.0,87439.0,21600.0,82773.0,82773.0,1
193,30000, 60 months,26.31,903.73,E,E4,10+ years,OWN,62000.0,Debt consolidation,0.0,18890,1741.68,0.0,903.73,5.0,0.0,0.0,138354.0,104590.0,36400.0,90854.0,90854.0,1
194,16000, 36 months,14.47,550.51,C,C2,10+ years,RENT,150000.0,Other,1.0,43721,1081.73,0.0,550.51,8.0,0.0,0.0,116647.0,57465.0,32100.0,42847.0,42847.0,1
195,24000, 36 months,15.02,832.21,C,C3,3 years,OWN,105000.0,Credit card refinancing,0.0,26552,1634.38,0.0,832.21,13.0,0.0,0.0,391084.0,93147.0,22500.0,73252.0,73252.0,1
196,14000, 36 months,16.14,493.17,C,C4,nan,MORTGAGE,77479.0,Other,0.0,8147,967.51,0.0,493.17,5.0,0.0,0.0,197087.0,56800.0,8000.0,80287.0,80287.0,1
197,40000, 60 months,11.31,875.9,B,B3,< 1 year,MORTGAGE,136000.0,Debt consolidation,0.0,34283,1714.1,0.0,875.9,3.0,0.0,0.0,179159.0,62143.0,25000.0,42409.0,42409.0,1
198,24000, 60 months,27.27,736.73,E,E5,10+ years,MORTGAGE,140000.0,Debt consolidation,0.0,12382,1418.92,0.0,736.73,13.0,0.0,0.0,544316.0,124638.0,2800.0,156323.0,156323.0,1
199,28000, 36 months,11.31,920.81,B,B3,5 years,RENT,82000.0,Credit card refinancing,0.0,27713,1815.23,0.0,920.81,5.0,0.0,0.0,123978.0,85157.0,53600.0,60878.0,60878.0,1
200,7075, 36 months,23.4,275.35,E,E1,nan,RENT,19200.0,Debt consolidation,0.0,7098,536.9,0.0,275.35,3.0,0.0,0.0,21492.0,11000.0,4000.0,11492.0,11492.0,1
201,1000, 36 months,23.4,38.92,E,E1,nan,RENT,29000.0,Debt consolidation,0.0,107,75.89,0.0,38.92,2.0,0.0,0.0,18026.0,16609.0,300.0,17726.0,17726.0,1
202,5400, 36 months,14.47,185.8,C,C2,2 years,MORTGAGE,25000.0,Credit card refinancing,0.0,3946,365.09,0.0,185.8,2.0,0.0,0.0,12700.0,4135.0,11300.0,1400.0,1400.0,1
203,10000, 36 months,19.92,371.23,D,D3,nan,OWN,17440.0,Credit card refinancing,1.0,4827,725.86,0.0,371.23,7.0,0.0,0.0,48113.0,22504.0,14500.0,24813.0,24813.0,1
204,10000, 36 months,14.47,344.07,C,C2,7 years,RENT,90000.0,Credit card refinancing,1.0,13007,336.03,0.0,348.09,10.0,0.0,0.0,177829.0,161935.0,7700.0,143629.0,143629.0,1
205,25000, 36 months,16.91,890.2,C,C5,3 years,RENT,67000.0,Debt consolidation,3.0,17053,1745.17,0.0,890.2,11.0,0.0,0.0,66400.0,23438.0,42400.0,8200.0,8200.0,1
206,6000, 36 months,6.46,183.79,A,A1,3 years,RENT,27000.0,Credit card refinancing,0.0,4601,350.36,0.0,183.79,1.0,0.0,0.0,8300.0,4601.0,6300.0,0.0,0.0,1
207,7000, 36 months,10.33,226.96,B,B1,3 years,RENT,45581.0,Debt consolidation,0.0,15786,447.89,0.0,226.96,1.0,0.0,0.0,99299.0,103678.0,6500.0,82299.0,82299.0,1
208,30000, 60 months,12.98,682.29,B,B5,2 years,MORTGAGE,113000.0,Debt consolidation,1.0,22389,1332.13,0.0,682.29,6.0,0.0,0.0,105874.0,38209.0,55700.0,46374.0,46374.0,1
209,5000, 36 months,16.14,176.14,C,C4,6 years,RENT,110000.0,Other,1.0,25384,345.56,0.0,176.14,1.0,0.0,0.0,33000.0,27102.0,28000.0,5000.0,5000.0,1
210,15000, 36 months,15.02,520.13,C,C3,10+ years,MORTGAGE,175000.0,Home improvement,0.0,45308,1021.48,0.0,520.13,5.0,0.0,0.0,445819.0,75240.0,55100.0,59450.0,59450.0,1
211,15000, 60 months,13.56,345.62,C,C1,4 years,MORTGAGE,75000.0,Debt consolidation,1.0,1866,674.29,0.0,345.62,9.0,0.0,0.0,154946.0,102287.0,13400.0,101446.0,101446.0,1
212,20000, 36 months,14.47,688.13,C,C2,4 years,OWN,52000.0,Debt consolidation,2.0,15048,1287.83,0.0,688.13,3.0,0.0,0.0,61699.0,33157.0,20700.0,40999.0,40999.0,1
213,20400, 60 months,10.33,436.76,B,B1,10+ years,MORTGAGE,140000.0,Debt consolidation,0.0,6516,855.96,0.0,436.76,6.0,0.0,0.0,504296.0,22077.0,44000.0,16896.0,16896.0,1
214,20000, 60 months,12.98,454.86,B,B5,< 1 year,RENT,40000.0,Debt consolidation,0.0,8671,844.83,0.0,454.86,5.0,0.0,0.0,278909.0,29103.0,16000.0,27409.0,27409.0,1
215,8425, 36 months,27.27,345.18,E,E5,3 years,MORTGAGE,450000.0,Credit card refinancing,0.0,36812,8735.1489749534,0.0,8754.3,10.0,0.0,0.0,768304.0,189194.0,45800.0,189054.0,189054.0,1
216,21000, 36 months,16.91,747.77,C,C5,< 1 year,OWN,68000.0,Home buying,0.0,890,1465.95,0.0,747.77,3.0,0.0,0.0,43057.0,31650.0,4500.0,38557.0,38557.0,1
217,10000, 36 months,14.47,344.07,C,C2,8 years,MORTGAGE,143000.0,Debt consolidation,0.0,44047,676.08,0.0,344.07,9.0,0.0,0.0,368908.0,79290.0,41400.0,68508.0,68508.0,1
218,15000, 36 months,15.02,520.13,C,C3,nan,MORTGAGE,42000.0,Home improvement,1.0,5905,1021.48,0.0,520.13,3.0,0.0,0.0,67397.0,11750.0,8000.0,7000.0,7000.0,1
219,24000, 60 months,13.56,552.98,C,C1,10+ years,MORTGAGE,75000.0,Debt consolidation,0.0,21322,1078.84,0.0,552.98,1.0,0.0,0.0,54600.0,28019.0,26500.0,15000.0,15000.0,1
220,15000, 60 months,14.47,352.69,C,C2,9 years,RENT,280000.0,Debt consolidation,0.0,145631,687.29,0.0,352.69,5.0,0.0,0.0,439690.0,92505.0,39800.0,11223.0,11223.0,1
221,5000, 36 months,10.72,163.04,B,B2,5 years,OWN,72000.0,Credit card refinancing,1.0,8908,321.61,0.0,163.04,6.0,0.0,0.0,31197.0,17039.0,9400.0,12197.0,12197.0,1
222,30000, 60 months,20.89,809.75,D,D4,2 years,RENT,120000.0,Debt consolidation,0.0,15630,1567.28,0.0,809.75,5.0,0.0,0.0,36100.0,25284.0,24300.0,10000.0,10000.0,1
223,35000, 60 months,19.92,925.73,D,D3,10+ years,MORTGAGE,68000.0,Debt consolidation,0.0,21426,1793.36,0.0,925.73,11.0,0.0,0.0,432156.0,138852.0,24700.0,140677.0,140677.0,1
224,3000, 36 months,10.33,97.27,B,B1,7 years,RENT,40000.0,Credit card refinancing,1.0,3092,191.96,0.0,97.27,3.0,0.0,0.0,17000.0,12563.0,7000.0,10000.0,10000.0,1
225,1000, 36 months,6.46,30.64,A,A1,3 years,MORTGAGE,49989.0,Credit card refinancing,0.0,3257,60.74,0.0,30.64,2.0,0.0,0.0,160996.0,5509.0,3000.0,34806.0,34806.0,1
226,10000, 60 months,14.47,235.13,C,C2,5 years,RENT,66931.0,Debt consolidation,1.0,11136,458.2,0.0,235.13,5.0,0.0,0.0,63079.0,43571.0,23300.0,33379.0,33379.0,1
227,5000, 36 months,11.31,164.43,B,B3,nan,RENT,13000.0,Credit card refinancing,1.0,3931,324.15,0.0,164.43,1.0,0.0,0.0,6800.0,3931.0,500.0,0.0,0.0,1
228,16500, 60 months,17.97,418.73,D,D1,5 years,MORTGAGE,37000.0,Debt consolidation,1.0,10606,435.21,0.0,459.92,4.0,0.0,0.0,155305.0,81106.0,7800.0,94643.0,94643.0,1
229,6000, 36 months,15.02,208.06,C,C3,5 years,MORTGAGE,30000.0,Debt consolidation,2.0,5323,408.61,0.0,208.06,7.0,0.0,0.0,52400.0,12739.0,20800.0,7800.0,7800.0,1
230,35000, 60 months,12.98,796.0,B,B5,7 years,MORTGAGE,211646.0,Debt consolidation,0.0,55944,1554.14,0.0,796.0,4.0,0.0,0.0,516204.0,82514.0,59700.0,51904.0,51904.0,1
231,34575, 60 months,17.97,877.42,D,D1,5 years,MORTGAGE,130000.0,Home improvement,0.0,28904,1703.06,0.0,877.42,5.0,0.0,0.0,533848.0,73790.0,12700.0,100385.0,100385.0,1
232,1200, 36 months,17.97,43.37,D,D1,10+ years,OWN,52000.0,Vacation,2.0,18197,84.94,0.0,43.37,4.0,0.0,0.0,50041.0,29964.0,15700.0,12341.0,12341.0,1
233,9600, 36 months,12.98,323.37,B,B5,nan,MORTGAGE,35704.0,Home improvement,0.0,748,347.61,0.0,357.99,3.0,0.0,0.0,6500.0,748.0,4200.0,0.0,0.0,1
234,4800, 36 months,16.91,170.92,C,C5,9 years,RENT,38500.0,Credit card refinancing,0.0,15743,335.08,0.0,170.92,4.0,0.0,0.0,32300.0,18904.0,10200.0,9500.0,9500.0,1
235,5000, 36 months,22.35,191.86,D,D5,10+ years,MORTGAGE,72000.0,Debt consolidation,0.0,11720,374.41,0.0,191.86,2.0,0.0,0.0,218686.0,34418.0,18200.0,37786.0,37786.0,1
236,10000, 60 months,12.98,227.43,B,B5,9 years,RENT,60000.0,Credit card refinancing,0.0,10677,393.57,0.0,227.43,2.0,0.0,0.0,36200.0,27595.0,13000.0,16500.0,16500.0,1
237,7500, 36 months,10.72,244.55,B,B2,2 years,RENT,84000.0,Debt consolidation,1.0,2200,482.4,0.0,244.55,5.0,0.0,0.0,403892.0,20833.0,17400.0,16812.0,16812.0,1
238,16000, 60 months,17.97,406.04,D,D1,2 years,RENT,35000.0,Debt consolidation,0.0,2491,788.12,0.0,406.04,1.0,0.0,0.0,31871.0,12258.0,4000.0,26671.0,26671.0,1
239,7200, 36 months,23.4,280.22,E,E1,2 years,RENT,56000.0,Debt consolidation,1.0,13626,504.28,0.0,280.22,6.0,0.0,0.0,91139.0,40542.0,58100.0,29839.0,29839.0,1
240,27975, 36 months,14.47,962.52,C,C2,10+ years,MORTGAGE,180000.0,Credit card refinancing,0.0,29711,1891.31,0.0,962.52,2.0,0.0,0.0,286525.0,45387.0,29500.0,25025.0,25025.0,1
241,16000, 60 months,13.56,368.66,C,C1,10+ years,RENT,46000.0,Credit card refinancing,1.0,18946,440.98,0.0,459.06,1.0,0.0,0.0,138125.0,128218.0,57600.0,79125.0,79125.0,1
242,15000, 36 months,10.72,489.1,B,B2,3 years,MORTGAGE,150000.0,Debt consolidation,1.0,13434,964.8,0.0,489.1,7.0,0.0,0.0,205253.0,142952.0,15300.0,189853.0,189853.0,1
243,9000, 36 months,11.8,298.07,B,B4,10+ years,MORTGAGE,85000.0,Credit card refinancing,2.0,11733,587.29,0.0,298.07,8.0,0.0,0.0,355633.0,136151.0,20200.0,157863.0,157863.0,1
244,1000, 36 months,18.94,36.63,D,D2,3 years,MORTGAGE,57000.0,Debt consolidation,0.0,3945,71.68,0.0,36.63,6.0,0.0,0.0,61666.0,49242.0,5900.0,54766.0,54766.0,1
245,28000, 60 months,13.56,645.15,C,C1,10+ years,MORTGAGE,128500.0,Credit card refinancing,0.0,55206,1258.66,0.0,645.15,1.0,0.0,0.0,542027.0,128345.0,55000.0,60331.0,60331.0,1
246,10000, 36 months,11.31,328.86,B,B3,3 years,RENT,67427.0,Major purchase,0.0,42,719.44,0.0,328.86,0.0,0.0,0.0,17100.0,42.0,17100.0,0.0,0.0,1
247,25000, 60 months,14.47,587.82,C,C2,10+ years,OWN,110000.0,Credit card refinancing,0.0,39053,1145.49,0.0,587.82,2.0,0.0,0.0,179321.0,95648.0,62800.0,91424.0,91424.0,1
248,23000, 36 months,11.31,756.38,B,B3,3 years,MORTGAGE,145000.0,Debt consolidation,0.0,50720,741.93,0.0,763.61,5.0,0.0,0.0,181788.0,157506.0,54400.0,127388.0,127388.0,1
249,25000, 60 months,12.98,568.58,B,B5,10+ years,MORTGAGE,85000.0,Debt consolidation,1.0,26630,1110.12,0.0,568.58,4.0,0.0,0.0,275691.0,96143.0,43900.0,99691.0,99691.0,1
250,15000, 36 months,8.19,471.37,A,A4,10+ years,MORTGAGE,92584.0,Credit card refinancing,0.0,14550,932.5,0.0,471.37,1.0,0.0,0.0,21500.0,14550.0,11000.0,0.0,0.0,1
251,35000, 60 months,18.94,906.77,D,D2,10+ years,RENT,90000.0,Other,1.0,10678,1035.67,0.0,1090.91,7.0,0.0,0.0,63956.0,48134.0,16500.0,0.0,0.0,1
252,5000, 36 months,7.02,154.44,A,A2,4 years,RENT,26976.0,Debt consolidation,0.0,2665,505.96,0.0,154.44,4.0,0.0,0.0,36300.0,9130.0,23900.0,7500.0,7500.0,1
253,35000, 36 months,8.19,1099.85,A,A4,10+ years,MORTGAGE,325000.0,Credit card refinancing,0.0,97350,2175.81,0.0,1099.85,7.0,0.0,0.0,923401.0,184348.0,139300.0,119101.0,119101.0,1
254,30000, 36 months,16.91,1068.24,C,C5,10+ years,RENT,85000.0,Credit card refinancing,1.0,23006,2094.2,0.0,1068.24,2.0,0.0,0.0,87770.0,60134.0,10800.0,60670.0,60670.0,1
255,6600, 36 months,8.19,207.4,A,A4,nan,MORTGAGE,95000.0,Debt consolidation,0.0,3546,205.91,0.0,210.41,7.0,0.0,0.0,400000.0,3546.0,14300.0,0.0,0.0,1
256,20300, 60 months,10.33,434.62,B,B1,2 years,MORTGAGE,185000.0,Other,2.0,4947,851.77,0.0,434.62,6.0,0.0,0.0,779468.0,163801.0,47200.0,190816.0,190816.0,1
257,4000, 36 months,18.94,146.51,D,D2,1 year,RENT,57600.0,Debt consolidation,0.0,1130,786.71,0.0,146.51,5.0,0.0,0.0,24770.0,18678.0,500.0,22870.0,22870.0,1
258,10000, 36 months,7.56,311.34,A,A3,10+ years,OWN,44000.0,Home improvement,1.0,371,616.38,0.0,311.34,3.0,0.0,0.0,22400.0,9613.0,9600.0,12000.0,12000.0,1
259,21000, 60 months,22.35,584.19,D,D5,3 years,MORTGAGE,99000.0,Debt consolidation,0.0,42813,1129.27,0.0,584.19,3.0,0.0,0.0,361684.0,110444.0,14500.0,91000.0,91000.0,1
260,10000, 36 months,11.8,331.19,B,B4,7 years,MORTGAGE,80000.0,Debt consolidation,1.0,422,652.55,0.0,331.19,5.0,0.0,0.0,235420.0,60105.0,9600.0,64933.0,64933.0,1
261,3000, 36 months,8.19,94.28,A,A4,10+ years,MORTGAGE,100000.0,Home improvement,1.0,8138,186.51,0.0,94.28,6.0,0.0,0.0,438476.0,112962.0,37000.0,117020.0,117020.0,1
